,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
14528,2011-08-12,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8.0,4.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14530,2011-08-12,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17.0, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14532,2011-08-12,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22.0, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14534,2011-08-12,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35.0, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14536,2011-08-12,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14538,2011-08-12,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14540,2011-08-12,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67.0, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14542,2011-08-12,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,67.0, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14544,2011-08-12,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,22.0, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14546,2011-08-12,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14548,2011-08-12,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,7.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14550,2011-08-12,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14552,2011-08-12,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39.0, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14554,2011-08-12,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39.0, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14556,2011-08-12,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,64.0, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14558,2011-08-12,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71.0, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14560,2011-08-12,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,40.0, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9.0,1.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14562,2011-08-12,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79.0, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14564,2011-08-12,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,29.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14566,2011-08-12,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,11.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14568,2011-08-12,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,10.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14570,2011-08-12,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX TERRITANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14572,2011-08-12,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,8.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14574,2011-08-12,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,39.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14576,2011-08-12,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,16.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14578,2011-08-12,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,6.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14580,2011-08-12,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14582,2011-08-12,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,11.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14584,2011-08-12,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14586,2011-08-12,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14588,2011-08-12,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,10.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14590,2011-08-12,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14592,2011-08-12,"South Torrence Avenue, Chicago, IL, USA",CULEX TERRITANS,13.0, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14594,2011-08-12,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14596,2011-08-12,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14598,2011-08-12,"3700 118th Street, Chicago, IL 60617, USA",CULEX TERRITANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14600,2011-08-12,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14602,2011-08-12,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14604,2011-08-12,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14606,2011-08-12,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14608,2011-08-12,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14610,2011-08-12,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8.0,15.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14612,2011-08-12,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX RESTUANS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14614,2011-08-12,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14616,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,50.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14618,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,3.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14620,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,10.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14622,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,50.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14624,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,6.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14626,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,7.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14628,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,19.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14630,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,37.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14632,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14634,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,8.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14636,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,13.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14638,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,11.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14640,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,9.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14642,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,7.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14644,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,11.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14646,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX SALINARIUS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14648,2011-08-12,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX SALINARIUS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14650,2011-08-12,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,50.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14652,2011-08-12,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,8.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14654,2011-08-12,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS,10.0, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5.0,7.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14656,2011-08-12,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,15.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14658,2011-08-12,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,11.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14660,2011-08-12,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,4.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14662,2011-08-12,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,3.0,1.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14664,2011-08-12,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX RESTUANS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14666,2011-08-12,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,7.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14668,2011-08-12,"East 91st Place, Chicago, IL, USA",CULEX RESTUANS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14670,2011-08-12,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS/RESTUANS,17.0, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14672,2011-08-12,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,12.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14674,2011-08-12,"West Garfield Boulevard, Chicago, IL, USA",CULEX RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,3.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14676,2011-08-12,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,2.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14678,2011-08-12,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14680,2011-08-12,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,9.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14682,2011-08-12,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,17.0, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9.0,5.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
14684,2011-08-12,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,17.0, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9.0,1.0,0.0,1,81,60,71,-2,59,64,0, 6,0456,1858, ,0,M,0.0,0.00,29.22,29.94,8.3,19,8.5
